Year,Month,Department,Division,Merchant,TranxDescription,TranxDate,TrnxAmount,Difference
2023,3,DELMAR SCHOOL DISTRICT,Delmar School District,LOWES #00424*,Home Supply Warehouse Stores,09/14/2022,39.48,60.52
2019,11,SVS FR CHILDREN YOUTH FAMILIES,Secure Care,EASTSPORT INC,Durable Goods Not Elsewhere Classified,04/30/2019,400.12,-300.12
2020,8,DEPT OF STATE,Veterans Home,AMBASSADOR SERVICES INC.,Gift Card Novelty And Souvenir Shops,01/28/2020,668.91,-568.91
2019,12,DEL TECH AND COMM COLLEGE,DTCC - Office of the President,INTERNATIONAL TRANSACTION,Internal Transaction,05/30/2019,0.2,99.8
2021,4,DEPT OF STATE,Public Service Commission,VERIZONWRLSS*RTCCR VB,Telecom Incl Prepaid-Recurring Phone Svcs,10-07-2020,25.28,74.72
2021,9,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,TRACTOR SUPPLY #2122,Misc-Auto-Aircraft-Farm Equip Not Elsewhere Class,03/26/2021,33.99,66.00999999999999
2019,9,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AIR0012344851617,Airline,03/25/2019,653.1,-553.1
2019,1,CAPE HENLOPEN SCHOOL DISTRICT,Cape Henlopen School District,DOLLAR TREE ECOMM,Miscellaneous General Merchandise,07/16/2018,74.74,25.260000000000005
2022,8,CHARTER SCHOOL OF NEW CASTLE,Charter School of New Castle,SHOPRITE CHRSTNLNDG S1,Grocery Stores Supermarkets,02-04-2022,36.98,63.02
2021,10,SEAFORD SCHOOL DISTRICT,Seaford School District,SOUTHWES 5262376793761,Airline,04/23/2021,230.96,-130.96
2020,12,WOODBRIDGE SCHOOL DISTRICT,Woodbridge School District,AMZN MKTP US*M76XY7QP2,Book Stores,05/28/2020,70.99,29.010000000000005
2022,7,ODYSSEY CHARTER,Odyssey Charter,AMZN MKTP US*RD3ER1WB3,Book Stores,01/19/2022,19.62,80.38
2022,5,DEPT OF TRANSPORTATION,Traffic,VERIZONWRLSS*RTCCR VB,Telecom Incl Prepaid-Recurring Phone Svcs,11-03-2021,1402.1,-1302.1
2023,4,DELMAR SCHOOL DISTRICT,Delmar School District,APPLE.COM/BILL,Record Shops,10-12-2022,9.99,90.01
2023,2,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,CROWN TROPHY OF GLC RP,Business Services-Not Elsewhere Classified,08-11-2022,32.0,68.0
2022,10,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,ELECTRICBARGAINSTORES.,Electronic Sales,04-02-2022,-4.75,95.25
2022,10,ODYSSEY CHARTER,Odyssey Charter,DNH*GODADDY.COM,Computer Network-Information Services,04-08-2022,20.17,79.83
2022,3,DEPT OF TECHNOLOGY AND INFOR,Data Center And Operations,DMI* DELL K-12/GOVT,Computers Computer Peripheral Equipment Software,08/28/2021,258.0,-158.0
2022,4,CAPE HENLOPEN SCHOOL DISTRICT,Cape Henlopen School District,AMZN MKTP US*2C6XK1SX1,Book Stores,09/30/2021,63.85,36.15
2023,5,THE CHARTER SCHOOL OF WILMNGTN,The Charter School Of Wilmngtn,AMZN MKTP US*HB60X6Q10,Book Stores,11-11-2022,529.99,-429.99
2019,2,DEPT OF CORRECTIONS,Food Services,CALICO INDUSTRIAL SUPPLY,Equipment RentalLeasing Svs Furnture-Tool Rental,07/31/2018,366.4,-266.4
2021,7,DEPT OF CORRECTIONS,Food Services,STATE JANITORAL SUPPLY,Cleaning And Maintenance Janitorial Services,01/13/2021,2250.55,-2150.55
2021,2,LIEUTENANT GOVERNOR,Lieutenant Governor,VERIZONWRLSS*RTCCR VB,Telecom Incl Prepaid-Recurring Phone Svcs,08-01-2020,84.26,15.739999999999995
2020,9,DEPT OF HEALTH AND SOCIAL SV,DirectorS OfcSupport Service,CAN*CANONFINANCIAL CFS,Electronic Sales,03/21/2020,286.73,-186.73000000000002
2019,5,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,BOHEMIAN HOTEL SAVANNAH,Lodging,11-10-2018,573.36,-473.36
2019,8,DEPT OF SAFETY AND HOMELAND,St Bureau Of Identification,LOWES #00587*,Home Supply Warehouse Stores,01/28/2019,72.36,27.64
2020,5,DEPT OF TRANSPORTATION,Maintenance Districts,FLEETPRIDE INC.,Automotive Parts Accessories Stores,10/29/2019,144.25,-44.25
2021,2,SEAFORD SCHOOL DISTRICT,Seaford School District,AMAZON.COM*MM8941JB1,Book Stores,08/13/2020,463.92,-363.92
2022,10,DEPT OF TRANSPORTATION,Maintenance Districts,A. E. MOORE JANITORIAL,Nondurable Goods Not Elsewhere Classified,04-07-2022,41.67,58.33
2021,9,DEPT OF CORRECTIONS,Delaware Correctional Industri,GRAINGER,Industrial Supplies Not Elsewhere Classified,03-11-2021,8.74,91.26
2021,11,DEPT OF TRANSPORTATION,Maintenance Districts,WASTE MGMT WM EZPAY,Utlts-Elctrc Gas Heating Oil Sanitary Water,05-06-2021,361.63,-261.63
2019,5,DEPT OF HEALTH AND SOCIAL SV,Community Health,STAPLS0170096295000001,Stationery-Office Supplies-Printing Writing Pap,11-02-2018,47.5,52.5
2022,10,DEPT OF TRANSPORTATION,Maintenance Districts,HENDERSON PRODUCTS-MSI,Commercial Equipment Not Elsewhere Classified,03/30/2022,12166.75,-12066.75
2020,4,CAPE HENLOPEN SCHOOL DISTRICT,Cape Henlopen School District,WALMART.COM,Discount Stores,09/27/2019,375.99,-275.99
2020,8,DEPT OF NATRL RES AND ENV CONT,Climate Coastal and Energy,LEXITAS,Attorneys Legal Services,01/29/2020,333.0,-233.0
2023,2,CHARTER SCHOOL OF NEW CASTLE,Charter School of New Castle,THE HOME DEPOT #1605,Home Supply Warehouse Stores,08-11-2022,9.81,90.19
2020,11,SVS FR CHILDREN YOUTH FAMILIES,Managed Care Organization,WALMART.COM,Discount Stores,05/13/2020,63.22,36.78
2023,4,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,HYATT REGENCY ORLANDO,Lodging,10/15/2022,226.11,-126.11000000000001
2022,3,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,US SILICA COMPANY,Direct Marketing-Other Direct Marketers-Not Elsew,09-08-2021,4054.06,-3954.06
2020,8,DEPT OF NATRL RES AND ENV CONT,Watershed Stewardship,CENTER FOR WATERSHED PROT,Organizations Membership-Not Elsewhere Classified,02/13/2020,729.0,-629.0
2021,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,DICKEYS BARBECUE PIT,Eating Places Restaurants,06-04-2021,200.1,-100.1
2020,1,DEPT OF LABOR,Employment And Training Serv,AMERICAN AIR0011500086457,Airline,07-10-2019,7.5,92.5
2021,11,DEPT OF HEALTH AND SOCIAL SV,Social Services,AMZN MKTP US*2L9TF1G50,Book Stores,05-11-2021,14.95,85.05
2022,6,DEPT OF CORRECTIONS,James T Vaughn Correctional C,AMZN MKTP US*V76DV3363,Book Stores,12-05-2021,13.98,86.02
2022,9,DEPT OF AGRICULTURE,Administration,VZWRLSS*BILL PAY VB,Telecom Incl Prepaid-Recurring Phone Svcs,03/19/2022,52.45,47.55
2019,12,DEPT OF TRANSPORTATION,Technology and Innovation,PC SUPPLIES,Electronic Repair Shops,06/13/2019,188.75,-88.75
2019,2,JUDICIAL,Family Court,PMN ADVERTISING,Advertising Services,08/15/2018,175.2,-75.19999999999999
2019,5,DEPT OF SAFETY AND HOMELAND,Communications,WM SUPERCENTER #1746,Grocery Stores Supermarkets,11-01-2018,6.85,93.15
2020,4,COLONIAL SCHOOL DISTRICT,Nccdsc,MICROSOFT#G000491492,Computer Network-Information Services,10/18/2019,43.13,56.87
2021,11,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,THE HOME DEPOT #1608,Home Supply Warehouse Stores,04/26/2021,12.92,87.08
2022,7,DEPT OF HEALTH AND SOCIAL SV,Community Health,UPS*BILLING CENTER,Courier Svc-Air Ground Freight Forwarders,12/30/2021,8.6,91.4
2023,7,BRANDYWINE SCHOOL DISTRICT,Brandywine School District,DDOE EDUCATOR CONFERENCE,Colleges Univ Pro Schools Junior Colleges,01/17/2023,20.0,80.0
2019,3,CAESAR RODNEY SCHOOL DISTRICT,CAESAR RODNEY SCHOOL DISTRICT,BLUE COTTON COM,Advertising Services,09/20/2018,360.0,-260.0
2021,11,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,EC LIFE CONFERENCE,Other Services Not Elsewhere Classified,05/13/2021,45.0,55.0
2019,5,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,DOVER TENTS AND EVENTS,Recreation Services Not Elsewhere Classified,11/14/2018,136.12,-36.120000000000005
2021,3,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,LOWES #00622*,Home Supply Warehouse Stores,09/23/2020,26.91,73.09
2022,11,EXECUTIVE,Criminal Justice Council,COMCAST,Cable Satellite Other Pay Television Radio Svcs,05-04-2022,127.36,-27.36
2019,10,DEPT OF HEALTH AND SOCIAL SV,Medicaid And Medical Assista,DELAWARE EXPRESS SHUTTLE,Travel,03/31/2019,21.0,79.0
2021,5,SVS FR CHILDREN YOUTH FAMILIES,InterventionTreatment,AMZN MKTP US*9W1ZQ6VH3,Book Stores,11/17/2020,71.4,28.599999999999994
2020,8,DEPT OF HEALTH AND SOCIAL SV,Medicaid And Medical Assista,AMERICAN AIR0010282212292,Airline,01/27/2020,15.0,85.0
2020,3,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMAZON.COM*3Z0O12C63,Book Stores,09-08-2019,8.99,91.01
2023,3,DEPT OF TECHNOLOGY AND INFOR,Data Center And Operations,WYNDHAM PHILADELPHIA HIS,Lodging,09/21/2022,281.71,-181.70999999999998
2019,8,DEPT OF STATE,Delaware Economic Development,IEDC ONLINE,Organizations Membership-Not Elsewhere Classified,02-06-2019,1560.0,-1460.0
2020,4,ACADEMIA ANTONIA ALONSO,Academia Antonia Alonso,AMAZON.COM*RM4E286T3,Book Stores,10-01-2019,22.0,78.0
2022,4,DEPT OF STATE,Delaware Economic Development,AMZN MKTP US*278R52UP0,Book Stores,10/14/2021,47.48,52.52
2022,8,DEPARTMENT OF HUMAN RESOURCES,Office of the Secretary,GRAINGER,Industrial Supplies Not Elsewhere Classified,02/15/2022,638.67,-538.67
2019,8,SVS FR CHILDREN YOUTH FAMILIES,Managed Care Organization,COL PRKNG JSTCE CTR Q08,Automobile Parking Lots And Garages,01/30/2019,11.0,89.0
2022,3,DELAWARE NATIONAL GUARD,Delaware National Guard,LOWES #00907*,Home Supply Warehouse Stores,09-01-2021,1646.24,-1546.24
2020,5,DEPT OF AGRICULTURE,Harness Racing Commission,NOODLE CART,Eating Places Restaurants,11/18/2019,13.23,86.77
2023,7,CAESAR RODNEY SCHOOL DISTRICT,CAESAR RODNEY SCHOOL DISTRICT,CAMDEN WALKIN,Doctors Not Elsewhere Classified,01-04-2023,110.0,-10.0
2020,5,DEPT OF TRANSPORTATION,Maintenance Districts,CHEVROLET OF DOVER II,Auto Truck Dlrs-Sales Svc Reprs Prts Leasing,11/13/2019,97.81,2.1899999999999977
2022,7,DEPT OF HEALTH AND SOCIAL SV,Visually Impaired Services,WILMINGTON FAMILY EYE,Optometrists Ophthalmologists,01-05-2022,2558.82,-2458.82
2019,11,DEPT OF STATE,Public Service Commission,STARBUCKS K15 ORD,Fast Food Restaurants,05/19/2019,13.65,86.35
2020,3,SVS FR CHILDREN YOUTH FAMILIES,Office Of The Director,SHRED-IT,Business Services-Not Elsewhere Classified,09/18/2019,78.19,21.810000000000002
2022,7,DEPT OF SAFETY AND HOMELAND,Division of Gaming Enforcement,VERITIV-EAST,Stationery-Office Supplies-Printing Writing Pap,01-04-2022,141.48,-41.47999999999999
2022,8,LEGAL,Department of Justice,STAPLS0197531431000001,Stationery-Office Supplies-Printing Writing Pap,01/27/2022,182.78,-82.78
2021,2,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,07/28/2020,50.4,49.6
2019,6,DEPT OF STATE,Delaware Public Archives,CHICK-FIL-A #01849,Fast Food Restaurants,12/19/2018,261.45,-161.45
2019,3,DEPT OF SAFETY AND HOMELAND,Special Investigation,WAFFLE HOUSE 0535,Eating Places Restaurants,09/25/2018,0.04,99.96
2019,8,DEPT OF SAFETY AND HOMELAND,Communication,WAYTEK INC,Electrical Parts And Equipment,02-05-2019,24.15,75.85
2019,5,DEPT OF CORRECTIONS,Facilities Maintenance,GRAINGER,Industrial Supplies Not Elsewhere Classified,10/30/2018,29.38,70.62
2019,11,DEPT OF HEALTH AND SOCIAL SV,Social Services,STAPLS0174597945000002,Stationery-Office Supplies-Printing Writing Pap,05/18/2019,7.38,92.62
2023,3,DEPT OF CORRECTIONS,Probation And Parole,REDWOOD TOXICOLOGY LABORA,Medical And Dental Laboratories,09/26/2022,276.6,-176.60000000000002
2019,3,DEPT OF TRANSPORTATION,Traffic,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,09/25/2018,5.77,94.23
2022,11,EAST SIDE CHARTER SCHOOL,East Side Charter School,AMZN MKTP US*1O5RC1WP2,Book Stores,04/27/2022,138.89,-38.889999999999986
2021,9,DEPT OF NATRL RES AND ENV CONT,Air Quality,INDEPENDENT NEWSMEDIA,Advertising Services,02-09-2021,461.25,-361.25
2022,6,DEPT OF CORRECTIONS,Delaware Correctional Industri,MONRO MUFFLER 00008037,Automotive Service Shops,12/14/2021,94.0,6.0
2022,5,JUDICIAL,Court Of Common Pleas,AMZN MKTP US,Book Stores,11-10-2021,-32.59,67.41
2022,12,DEL TECH AND COMM COLLEGE,DTCC - Office of the President,CAFFE CONCERTO,Fast Food Restaurants,06/20/2022,15.9,84.1
2023,7,DEPT OF NATRL RES AND ENV CONT,FINANCIAL SERVICES,INDEPENDENT NEWSMEDIA IN,Miscellaneous Publishing And Printing,01-03-2023,15.85,84.15
2019,10,CHARTER SCHOOL OF NEW CASTLE,Charter School of New Castle,THE HOME DEPOT #1605,Home Supply Warehouse Stores,04-12-2019,7.98,92.02
2023,2,DEPT OF TRANSPORTATION,Maintenance Districts,0564-AUTOPLUS,Automotive Parts Accessories Stores,08/18/2022,149.28,-49.28
2020,3,DEPT OF TRANSPORTATION,Maintenance Districts,EMR,Miscellaneous Repair Shops And Related Services,09/24/2019,1861.0,-1761.0
2021,2,DEPT OF SAFETY AND HOMELAND,Dema,CLEANEDGE,Sanitation Polishing Speciality Cleaning Prep,08/20/2020,250.0,-150.0
2023,2,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMZN MKTP US*735YK1LL3,Book Stores,08/22/2022,3.99,96.01
2020,6,JUDICIAL,Superior Court,BAUDVILLE INC.,Nondurable Goods Not Elsewhere Classified,12/19/2019,947.5,-847.5
2023,6,EXECUTIVE,De Justice Information Systems,VERIZON*RECURRING PAY,Telecom Incl Prepaid-Recurring Phone Svcs,12-01-2022,156.99,-56.99000000000001
2023,4,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,FOOD LION #2521,Grocery Stores Supermarkets,10-08-2022,94.76,5.239999999999995
2022,4,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON.COM*2Y7QC8XP1,Book Stores,10/20/2021,53.41,46.59
2023,6,CAPE HENLOPEN SCHOOL DISTRICT,Cape Henlopen School District,SOUTHWES 5262197471035,Airline,12/15/2022,155.25,-55.25
2019,7,SVS FR CHILDREN YOUTH FAMILIES,Managed Care Organization,AMAZON.COM*MB95U2112,Book Stores,01/22/2019,239.7,-139.7
2022,6,DEPT OF SAFETY AND HOMELAND,State Police-Executive,TST* WHETSTONE STATION,Eating Places Restaurants,12/13/2021,27.72,72.28
2022,6,EXECUTIVE,Pensions,FEDEX 287774789252,Courier Svc-Air Ground Freight Forwarders,12/23/2021,13.14,86.86
2020,6,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,SAFETY KLEEN SYSTEMS BRAN,Chemicals-Allied Products Not Elsewhere Classified,11/27/2019,238.29,-138.29
2021,12,SEAFORD SCHOOL DISTRICT,Seaford School District,AMZN MKTP US*217594LS0,Book Stores,06/17/2021,240.0,-140.0
2023,3,DEPT OF TRANSPORTATION,Maintenance Districts,GRAINGER,Industrial Supplies Not Elsewhere Classified,08/29/2022,65.21,34.790000000000006
2019,5,DEPT OF STATE,Del Comm of Veterans Affairs,SHERMAN HEATING OILS,Fuel Dealers-Coal Fuel Oil Liq Petroleum Wood,10/31/2018,269.9,-169.89999999999998
2021,4,JUDICIAL,Justice of the Peace Court,SHOPLET.COM,Office School Supply And Stationery Stores,10/23/2020,802.13,-702.13
2023,4,DEPT OF HEALTH AND SOCIAL SV,Visually Impaired Services,AMBUTECH INC USD,Orthopedic Goods-Artificial Limb Stores,10/24/2022,45.14,54.86
2023,3,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,GKELITE,Sports Apparel Riding Apparel Stores,09-01-2022,-31.47,68.53
2020,10,SUSSEX ACADEMY OF ARTSSCIENCE,Sussex Academy Of ArtsScience,VERIZON*ONETIMEPAYMENT,Telecom Incl Prepaid-Recurring Phone Svcs,03/30/2020,44.11,55.89
2020,6,INDIAN RIVER SCHOOL DISTRICT,Howard T Ennis School,AMZN MKTP US*4B43G2SS3,Book Stores,12-11-2019,27.0,73.0
2019,4,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,TARGET.COM *,Discount Stores,10/14/2018,19.98,80.02
2019,8,CHARTER SCHOOL OF NEW CASTLE,Charter School of New Castle,PAYPAL *CIERRAFLONN,Professional Services-Not Elsewhere Classified,02/20/2019,150.0,-50.0
2022,1,SVS FR CHILDREN YOUTH FAMILIES,InterventionTreatment,DICK'S SPORTING GOODS,Sporting Goods Stores,07/19/2021,550.01,-450.01
2020,12,DEPT OF SAFETY AND HOMELAND,Administration,PC SUPPLIES,Electronic Repair Shops,05/28/2020,73.5,26.5
2019,3,DEPT OF HEALTH AND SOCIAL SV,Social Services,STAPLS0168956147000001,Stationery-Office Supplies-Printing Writing Pap,09/20/2018,60.06,39.94
2022,1,DEPT OF STATE,Del Comm of Veterans Affairs,MANLOVE AUTO PTS 167,Automotive Parts Accessories Stores,07-07-2021,119.96,-19.959999999999994
2021,9,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,WALMART.COM AV,Discount Stores,02/26/2021,53.86,46.14
2019,11,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,SOUTHWES 5262472069458,Airline,05-03-2019,623.18,-523.18
2023,3,ACADEMIA ANTONIA ALONSO,Academia Antonia Alonso,AMZN MKTP US*1M87U0NQ1,Book Stores,09/13/2022,36.0,64.0
2021,2,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,EASTERN MARINE,Sporting Goods Stores,07/30/2020,330.34,-230.33999999999997
2022,6,DEPT OF CORRECTIONS,James T Vaughn Correctional C,VAULT SOLUTIONS LLC - MOT,Business Services-Not Elsewhere Classified,12/15/2021,96.0,4.0
2019,5,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,LOWES #03168*,Home Supply Warehouse Stores,11/26/2018,60.89,39.11
2019,6,DEPT OF NATRL RES AND ENV CONT,Climate Coastal and Energy,COASTAL ESTUARINE RESEARC,Organizations Membership-Not Elsewhere Classified,12-04-2018,120.0,-20.0
2023,4,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMZN MKTP US*H89R30LY1,Book Stores,10/19/2022,25.28,74.72
2020,1,DEPT OF HEALTH AND SOCIAL SV,Visually Impaired Services,LAZLO'S BREWERY AND GRILL,Fast Food Restaurants,07/13/2019,20.28,79.72
2021,1,DEPT OF CORRECTIONS,New Castle Cty Community Corre,GOOGLE* ROBLOX,Applications - Excludes Games,07-04-2020,4.99,95.01
2020,9,DEPT OF TRANSPORTATION,Maintenance Districts,SHERIDAN FORD SALES,Auto Truck Dlrs-Sales Svc Reprs Prts Leasing,03/16/2020,10.67,89.33
2019,3,DEPT OF HEALTH AND SOCIAL SV,Management Services,POTBELLY #457,Eating Places Restaurants,09/13/2018,10.82,89.18
2019,10,DEPT OF STATE,Veterans Home,RTE SPECIALTY MEDICAL EQU,Dental-Lab-Med-Ophthalmic Hosp Equip Supplies,04/13/2019,966.0,-866.0
2019,8,CAPE HENLOPEN SCHOOL DISTRICT,Cape Henlopen School District,SCHOOL NUTRITION ASSOC,Organizations Membership-Not Elsewhere Classified,02-07-2019,1.22,98.78
2020,1,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,NORTHEASTERN SUPPLY INC D,Plumbing And Heating Equipment,07-12-2019,258.25,-158.25
2019,5,SVS FR CHILDREN YOUTH FAMILIES,Secure Care,COL PRKNG JSTCE CTR Q08,Automobile Parking Lots And Garages,11-05-2018,6.0,94.0
2022,12,DEPT OF CORRECTIONS,Delaware Correctional Industri,AMZN MKTP US*4L6GI2WA3,Book Stores,06-07-2022,55.92,44.08
2020,9,DEPT OF SAFETY AND HOMELAND,Division of Forensic Science,COL PRKNG JSTCE CTR Q08,Automobile Parking Lots And Garages,03-05-2020,6.0,94.0
2023,5,DEPT OF TRANSPORTATION,Planning,EB THE 2022 RASCL SUM,Business Services-Not Elsewhere Classified,11-04-2022,11.53,88.47
2022,12,ODYSSEY CHARTER,Odyssey Charter,AMAZON.COM*RQ0OI2XR3,Book Stores,06-08-2022,15.8,84.2
2021,10,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AIRMASTERS AIR CONDITIONI,Heating Plumbing Air Conditioning Contractors,04-08-2021,2500.0,-2400.0
2023,4,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMZN MKTP US*HT3QM2D81,Book Stores,10/17/2022,100.55,-0.5499999999999972
2021,5,DEPT OF CORRECTIONS,Kent Cty Community Correction,STAPLS0187334976000001,Stationery-Office Supplies-Printing Writing Pap,10/31/2020,74.14,25.86
2022,10,DEPT OF CORRECTIONS,Howard R Young Correct Institu,STAPLES INC - VT,Stationery-Office Supplies-Printing Writing Pap,03/31/2022,6.52,93.48
2019,6,DEPT OF HEALTH AND SOCIAL SV,Social Services,WB MASON,Stationery-Office Supplies-Printing Writing Pap,11/30/2018,33.12,66.88
2021,3,DEPT OF SAFETY AND HOMELAND,Communication,IN *101 TELCO SOLUTIONS I,Electrical Contractors,09/23/2020,62.5,37.5
2019,10,LEGAL,Department of Justice,DOJ Internal Transaction,Automotive Service Shops,03/30/2019,33.98,66.02000000000001
2023,5,DEPT OF HEALTH AND SOCIAL SV,Substance Abuse,AMZN MKTP US*H02LS5IJ2,Book Stores,11-05-2022,391.37,-291.37
2019,6,DEPT OF SAFETY AND HOMELAND,State Police Training,INDUSTRIAL SAFETY LLC,Commercial Equipment Not Elsewhere Classified,12/17/2018,209.6,-109.6
2020,2,DEPT OF HEALTH AND SOCIAL SV,Management Services,MHR MARQUIS CHICAGO F And,Lodging,08/20/2019,2.9,97.1
2020,11,EXECUTIVE,De Justice Information Systems,MCC*MEDIACOM,Cable Satellite Other Pay Television Radio Svcs,05/14/2020,136.9,-36.900000000000006
2022,10,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON.COM*1A3195HT1,Book Stores,04-10-2022,35.85,64.15
2020,6,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,PARECPARKSOCIETY,Organizations Charitable And Social Services,12-10-2019,345.0,-245.0
2019,10,DEPT OF HEALTH AND SOCIAL SV,Community Health,CHINATOWN CHINESE RESTA.,Eating Places Restaurants,04-11-2019,40.78,59.22
2020,9,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,UNITED 0162499096524,Airline,03-09-2020,226.8,-126.80000000000001
2019,1,DEPT OF FINANCE,Office Of The Secretary,VZWRLSS*MY VZ VB P,Telecom Incl Prepaid-Recurring Phone Svcs,07-03-2018,786.46,-686.46
2021,9,DEPT OF CORRECTIONS,Office Of The Commissioner,LEXITAS,Attorneys Legal Services,02/20/2021,531.48,-431.48
2021,4,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMZN MKTP US*MK16H9F11,Book Stores,09/29/2020,68.32,31.680000000000007
2022,9,DEPT OF CORRECTIONS,Facilities Maintenance,CAPITOL CLEANERS NEW ST,Dry Cleaners,03-07-2022,15.57,84.43
2022,1,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON.COM*2E97T5RA1,Book Stores,07/22/2021,76.55,23.450000000000003
2020,8,DEPT OF TRANSPORTATION,Toll Administration,CINTAS 60A SAP,Business Services-Not Elsewhere Classified,02/26/2020,13.94,86.06
2022,2,CHARTER SCHOOL OF NEW CASTLE,Charter School of New Castle,AMZN MKTP US*2D31I5DC1,Book Stores,08/18/2021,136.67,-36.66999999999999
2022,4,SVS FR CHILDREN YOUTH FAMILIES,InterventionTreatment,MCDONALD'S F2774,Fast Food Restaurants,09/29/2021,6.19,93.81
2022,8,DEPT OF CORRECTIONS,Facilities Maintenance,FASTENAL COMPANY 01DEMIF,Industrial Supplies Not Elsewhere Classified,02-02-2022,587.41,-487.40999999999997
2019,7,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,DELAWARE ELEVATOR SALES,Electrical Parts And Equipment,01/22/2019,498.0,-398.0
2020,8,DEPT OF CORRECTIONS,Delaware Correctional Industri,BLUE HEN SPRING WORKS INC,Automotive Parts Accessories Stores,01/30/2020,122.0,-22.0
2021,3,SUSSEX ACADEMY OF ARTSSCIENCE,Sussex Academy Of ArtsScience,SP * NOTARYSTAMP.COM,Computer Software Stores,09/22/2020,22.16,77.84
2021,4,DEPT OF TRANSPORTATION,Maintenance Districts,FLEETPRIDE INC.,Automotive Parts Accessories Stores,10-08-2020,239.99,-139.99
2020,8,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,WM SUPERCENTER #1736,Grocery Stores Supermarkets,02-02-2020,1.17,98.83
2019,9,JUDICIAL,Court Of Common Pleas,AMZN MKTP US,Book Stores,02/26/2019,-176.85,-76.85
2021,11,DEPT OF CORRECTIONS,Sussex Correctional Inst,HILYARDS INC,Construction Materials Not Elsewhere Classified,04/28/2021,345.65,-245.64999999999998
2021,5,DEL TECH AND COMM COLLEGE,Owens Campus,AMZN MKTP US*287SY4JC1,Book Stores,10/30/2020,158.21,-58.21000000000001
2023,5,DEPT OF STATE,Delaware Tourism Office,GOOGLE*CLOUD WVGT4M,Business Services-Not Elsewhere Classified,11-01-2022,129.4,-29.400000000000006
2019,9,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,STAPLS0173040926000001,Stationery-Office Supplies-Printing Writing Pap,03-05-2019,189.03,-89.03
2022,11,SVS FR CHILDREN YOUTH FAMILIES,24 Hour Treatment,DOLLARTREE,Variety Stores,05-04-2022,7.5,92.5
2022,11,FREIRE CHARTER SCHOOL,Freire Charter School,PRICELN*VACATION PKG,Travel,05-02-2022,2387.18,-2287.18
2021,7,CAESAR RODNEY SCHOOL DISTRICT,CAESAR RODNEY SCHOOL DISTRICT,LEARNING WITHOUT TEARS,Schools Educational Svc-Not Elsewhere Classified,01/19/2021,93.45,6.549999999999997
2020,3,DEPT OF TRANSPORTATION,Traffic,DE CITY OF DOVER UTLTES,Utlts-Elctrc Gas Heating Oil Sanitary Water,09/26/2019,18.76,81.24
2020,11,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,IN *HOOPES FIRE PREVENTIO,Professional Services-Not Elsewhere Classified,05/18/2020,180.5,-80.5
2021,12,DEPT OF SAFETY AND HOMELAND,Dema,NATIONAL EMERGENCY TRAIN,Fast Food Restaurants,06/18/2021,158.91,-58.91
2019,4,DEPT OF AGRICULTURE,Food Products Inspection,HERTZ RENT-A-CAR,Car Rental,10/22/2018,103.87,-3.8700000000000045
